1;126.891022,37.56491 126.889563,37.563405 126.888704,37.562445 126.887692,37.561167 126.887474,37.561021 126.887346,37.560968 126.887189,37.560928 126.887023,37.560911 126.886877,37.560924 126.886687,37.560966 126.886544,37.561019 126.886413,37.561082 126.886275,37.561167 126.886148,37.561268 126.886049,37.561374 126.885923,37.561537 126.885853,37.561671 126.885822,37.561779 126.885809,37.561875 126.885816,37.561955 126.885845,37.562034 126.885886,37.56211 126.885949,37.56219 126.886024,37.562255 126.88611,37.562308 126.886196,37.562343 126.886333,37.562378 126.886465,37.562396 126.886565,37.562393 126.886678,37.562369 126.886818,37.562323 126.886932,37.56227 126.887225,37.5621
1;126.891027,37.564915 126.890725,37.564691 126.889786,37.563826 126.888957,37.563041 126.888704,37.562805 126.888366,37.562625 126.888172,37.562574 126.888023,37.562565 126.887859,37.562565 126.887704,37.562586 126.887542,37.562626 126.887152,37.562771 126.886344,37.563113
1;126.889931,37.561053 126.889338,37.561632 126.889246,37.5618 126.889218,37.561907 126.889211,37.562015 126.889219,37.562103 126.889253,37.56223 126.889305,37.562327 126.889664,37.562801 126.889916,37.56305 126.890371,37.563584 126.890946,37.564502 126.891115,37.56487
1;126.887228,37.562099 126.887578,37.561922
1;126.887102,37.56235199999999 126.887566,37.56193
1;126.891387,37.5602 126.890301,37.560816 126.889922,37.56106 126.88635,37.56311
1;126.88711,37.562346 126.89018,37.560555 126.890818,37.560175 126.891689,37.559623
1;126.887217,37.5621 126.887487,37.56187099999999 126.888236,37.56139 126.888924,37.560948 126.889091,37.560854 126.88985,37.56053899999999 126.890274,37.560391 126.890568,37.560245 126.890966,37.56001 126.891435,37.559714 126.8917,37.559617
1;126.887575,37.56192399999999 126.888582,37.561343 126.888718,37.561244 126.889049,37.560958 126.889426,37.560591 126.889589,37.560448 126.889714,37.560349 126.890119,37.56011 126.890301,37.560021 126.890426,37.559969 126.890641,37.559892 126.890949,37.559803 126.891086,37.559774 126.891267,37.559746 126.891765,37.559708 126.892226,37.559722 126.892669,37.559784 126.892898,37.559831 126.893118,37.559894 126.894072,37.560298 126.895215,37.560792 126.89541,37.560886 126.895505,37.560933 126.895707,37.561013 126.896436,37.56129 126.896747,37.561386 126.897013,37.561463 126.897381,37.561579 126.898023,37.56175
2;126.888126,37.573002 126.888355,37.572773 126.889413,37.57135 126.889699,37.570998 126.890681,37.569967 126.891201,37.569482 126.892018,37.568766 126.893146,37.567941 126.893587,37.56763
1;126.893659,37.567694 126.893218,37.568004 126.892094,37.568827 126.891282,37.569538 126.890765,37.570021 126.889787,37.571047 126.889505,37.571394 126.888444,37.572821 126.888211,37.573055
1;126.865073,37.574982 126.867789,37.573421 126.869371,37.572503 126.871237,37.571433 126.872217,37.570878 126.873776,37.569996 126.87721,37.568028 126.884128,37.564059 126.88711,37.562346
1;126.886351,37.56311 126.883286,37.564899 126.882564,37.565318 126.879972,37.566822 126.877401,37.568299 126.872781,37.570974 126.871177,37.57189 126.868275,37.573642 126.868009,37.573894 126.867431,37.574304 126.867247,37.574427
